房屋坐落	房地产公司名称	房屋用途	房屋套型	建筑面积	参考单价
陵镇芦荡路1299号尚林华庭30幢601	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.53	15028
陵镇芦荡路1299号尚林华庭30幢602	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.57	15128
陵镇芦荡路1299号尚林华庭30幢603	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.57	15128
陵镇芦荡路1299号尚林华庭30幢604	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.53	14978
陵镇芦荡路1299号尚林华庭30幢701	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.53	15058
陵镇芦荡路1299号尚林华庭30幢702	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.57	15158
陵镇芦荡路1299号尚林华庭30幢703	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.57	15158
陵镇芦荡路1299号尚林华庭30幢704	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.53	15008
陵镇芦荡路1299号尚林华庭30幢801	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.53	15088
陵镇芦荡路1299号尚林华庭30幢802	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.57	15188
陵镇芦荡路1299号尚林华庭30幢803	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.57	15188
陵镇芦荡路1299号尚林华庭30幢804	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.53	15038
陵镇芦荡路1299号尚林华庭30幢901	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.53	15138
陵镇芦荡路1299号尚林华庭30幢902	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.57	15238
陵镇芦荡路1299号尚林华庭30幢903	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.57	15238
陵镇芦荡路1299号尚林华庭30幢904	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.53	15088
陵镇芦荡路1299号尚林华庭31幢1001	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14908
陵镇芦荡路1299号尚林华庭31幢1002	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15008
陵镇芦荡路1299号尚林华庭31幢1003	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15008
陵镇芦荡路1299号尚林华庭31幢1004	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14858
陵镇芦荡路1299号尚林华庭31幢101	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	13988
陵镇芦荡路1299号尚林华庭31幢102	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14088
陵镇芦荡路1299号尚林华庭31幢103	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14088
陵镇芦荡路1299号尚林华庭31幢104	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	13938
陵镇芦荡路1299号尚林华庭31幢1101	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14958
陵镇芦荡路1299号尚林华庭31幢1102	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15058
陵镇芦荡路1299号尚林华庭31幢1103	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15058
陵镇芦荡路1299号尚林华庭31幢1104	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14908
陵镇芦荡路1299号尚林华庭31幢1201	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15008
陵镇芦荡路1299号尚林华庭31幢1202	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15108
陵镇芦荡路1299号尚林华庭31幢1203	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15108
陵镇芦荡路1299号尚林华庭31幢1204	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14958
陵镇芦荡路1299号尚林华庭31幢1301	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15058
陵镇芦荡路1299号尚林华庭31幢1302	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15158
陵镇芦荡路1299号尚林华庭31幢1303	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15158
陵镇芦荡路1299号尚林华庭31幢1304	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15008
陵镇芦荡路1299号尚林华庭31幢1401	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15058
陵镇芦荡路1299号尚林华庭31幢1402	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15158
陵镇芦荡路1299号尚林华庭31幢1403	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15158
陵镇芦荡路1299号尚林华庭31幢1404	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15008
陵镇芦荡路1299号尚林华庭31幢1501	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15108
陵镇芦荡路1299号尚林华庭31幢1502	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15208
陵镇芦荡路1299号尚林华庭31幢1503	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15208
陵镇芦荡路1299号尚林华庭31幢1504	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15058
陵镇芦荡路1299号尚林华庭31幢1601	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15158
陵镇芦荡路1299号尚林华庭31幢1602	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15258
陵镇芦荡路1299号尚林华庭31幢1603	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15258
陵镇芦荡路1299号尚林华庭31幢1604	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15108
陵镇芦荡路1299号尚林华庭31幢1701	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15208
陵镇芦荡路1299号尚林华庭31幢1702	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15308
陵镇芦荡路1299号尚林华庭31幢1703	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15308
陵镇芦荡路1299号尚林华庭31幢1704	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15158
陵镇芦荡路1299号尚林华庭31幢1801	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15258
陵镇芦荡路1299号尚林华庭31幢1802	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15358
陵镇芦荡路1299号尚林华庭31幢1803	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15358
陵镇芦荡路1299号尚林华庭31幢1804	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15208
陵镇芦荡路1299号尚林华庭31幢1901	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15308
陵镇芦荡路1299号尚林华庭31幢1902	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15408
陵镇芦荡路1299号尚林华庭31幢1903	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15408
陵镇芦荡路1299号尚林华庭31幢1904	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15258
陵镇芦荡路1299号尚林华庭31幢2001	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15358
陵镇芦荡路1299号尚林华庭31幢2002	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15458
陵镇芦荡路1299号尚林华庭31幢2003	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15458
陵镇芦荡路1299号尚林华庭31幢2004	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15308
陵镇芦荡路1299号尚林华庭31幢201	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14488
陵镇芦荡路1299号尚林华庭31幢202	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14588
陵镇芦荡路1299号尚林华庭31幢203	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14588
陵镇芦荡路1299号尚林华庭31幢204	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14438
陵镇芦荡路1299号尚林华庭31幢2101	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15408
陵镇芦荡路1299号尚林华庭31幢2102	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15508
陵镇芦荡路1299号尚林华庭31幢2103	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15508
陵镇芦荡路1299号尚林华庭31幢2104	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15358
陵镇芦荡路1299号尚林华庭31幢2201	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15458
陵镇芦荡路1299号尚林华庭31幢2202	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15558
陵镇芦荡路1299号尚林华庭31幢2203	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15558
陵镇芦荡路1299号尚林华庭31幢2204	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15408
陵镇芦荡路1299号尚林华庭31幢2301	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15508
陵镇芦荡路1299号尚林华庭31幢2302	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15608
陵镇芦荡路1299号尚林华庭31幢2303	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15608
陵镇芦荡路1299号尚林华庭31幢2304	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15458
陵镇芦荡路1299号尚林华庭31幢2401	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15558
陵镇芦荡路1299号尚林华庭31幢2402	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15658
陵镇芦荡路1299号尚林华庭31幢2403	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15658
陵镇芦荡路1299号尚林华庭31幢2404	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15508
陵镇芦荡路1299号尚林华庭31幢2501	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15608
陵镇芦荡路1299号尚林华庭31幢2502	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15708
陵镇芦荡路1299号尚林华庭31幢2503	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15708
陵镇芦荡路1299号尚林华庭31幢2504	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15558
陵镇芦荡路1299号尚林华庭31幢2601	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15598
陵镇芦荡路1299号尚林华庭31幢2602	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15698
陵镇芦荡路1299号尚林华庭31幢2603	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15698
陵镇芦荡路1299号尚林华庭31幢2604	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15548
陵镇芦荡路1299号尚林华庭31幢2701	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15588
陵镇芦荡路1299号尚林华庭31幢2702	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15688
陵镇芦荡路1299号尚林华庭31幢2703	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15688
陵镇芦荡路1299号尚林华庭31幢2704	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15538
陵镇芦荡路1299号尚林华庭31幢2801	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15578
陵镇芦荡路1299号尚林华庭31幢2802	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15678
陵镇芦荡路1299号尚林华庭31幢2803	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15678
陵镇芦荡路1299号尚林华庭31幢2804	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15528
陵镇芦荡路1299号尚林华庭31幢2901	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15568
陵镇芦荡路1299号尚林华庭31幢2902	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15668.01
陵镇芦荡路1299号尚林华庭31幢2903	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15668.01
陵镇芦荡路1299号尚林华庭31幢2904	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15518
陵镇芦荡路1299号尚林华庭31幢3001	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15558
陵镇芦荡路1299号尚林华庭31幢3002	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15658
陵镇芦荡路1299号尚林华庭31幢3003	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15658
陵镇芦荡路1299号尚林华庭31幢3004	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15508
陵镇芦荡路1299号尚林华庭31幢301	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14688
陵镇芦荡路1299号尚林华庭31幢302	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14788
陵镇芦荡路1299号尚林华庭31幢303	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14788
陵镇芦荡路1299号尚林华庭31幢304	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14638
陵镇芦荡路1299号尚林华庭31幢3101	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15548
陵镇芦荡路1299号尚林华庭31幢3102	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15648
陵镇芦荡路1299号尚林华庭31幢3103	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15648
陵镇芦荡路1299号尚林华庭31幢3104	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15498
陵镇芦荡路1299号尚林华庭31幢3201	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	15048
陵镇芦荡路1299号尚林华庭31幢3202	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15148
陵镇芦荡路1299号尚林华庭31幢3203	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	15148
陵镇芦荡路1299号尚林华庭31幢3204	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14998
陵镇芦荡路1299号尚林华庭31幢401	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14688
陵镇芦荡路1299号尚林华庭31幢402	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14788
陵镇芦荡路1299号尚林华庭31幢403	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14788
陵镇芦荡路1299号尚林华庭31幢404	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14638
陵镇芦荡路1299号尚林华庭31幢501	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14718
陵镇芦荡路1299号尚林华庭31幢502	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14818
陵镇芦荡路1299号尚林华庭31幢503	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14818
陵镇芦荡路1299号尚林华庭31幢504	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14668
陵镇芦荡路1299号尚林华庭31幢601	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14748
陵镇芦荡路1299号尚林华庭31幢602	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14848
陵镇芦荡路1299号尚林华庭31幢603	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14848
陵镇芦荡路1299号尚林华庭31幢604	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14698
陵镇芦荡路1299号尚林华庭31幢701	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14778
陵镇芦荡路1299号尚林华庭31幢702	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14878
陵镇芦荡路1299号尚林华庭31幢703	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14878
陵镇芦荡路1299号尚林华庭31幢704	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14728
陵镇芦荡路1299号尚林华庭31幢801	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14808
陵镇芦荡路1299号尚林华庭31幢802	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14908
陵镇芦荡路1299号尚林华庭31幢803	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14908
陵镇芦荡路1299号尚林华庭31幢804	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14758
陵镇芦荡路1299号尚林华庭31幢901	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14858
陵镇芦荡路1299号尚林华庭31幢902	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14958
陵镇芦荡路1299号尚林华庭31幢903	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	89.39	14958
陵镇芦荡路1299号尚林华庭31幢904	华润置地（苏州）建设有限公司	住宅	1室1厅1卫	101.31	14808
陵镇芦荡路1299号尚林华庭4幢101	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117	17798.02
陵镇芦荡路1299号尚林华庭5幢101	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18281.34
陵镇芦荡路1299号尚林华庭5幢102	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18181.34
陵镇芦荡路1299号尚林华庭5幢103	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18081.34
陵镇芦荡路1299号尚林华庭5幢104	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18081.34
陵镇芦荡路1299号尚林华庭5幢105	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18181.34
陵镇芦荡路1299号尚林华庭5幢106	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18231.34
陵镇芦荡路1299号尚林华庭5幢305	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18481.34
陵镇芦荡路1299号尚林华庭5幢501	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18781.34
陵镇芦荡路1299号尚林华庭6幢101	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18506.33
陵镇芦荡路1299号尚林华庭6幢104	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18406.33
陵镇芦荡路1299号尚林华庭6幢306	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18856.34
陵镇芦荡路1299号尚林华庭7幢106	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18531.34
陵镇芦荡路1299号尚林华庭8幢101	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18009.67
陵镇芦荡路1299号尚林华庭8幢102	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	17989.67
陵镇芦荡路1299号尚林华庭8幢103	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	17909.67
陵镇芦荡路1299号尚林华庭8幢104	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	17909.67
陵镇芦荡路1299号尚林华庭8幢105	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.15	18009.67
陵镇芦荡路1299号尚林华庭8幢106	华润置地（苏州）建设有限公司	住宅	2室2厅2卫	117.13	18009.67
